"","china_platform","first_salvo"
"5073","""5072"",18,8,2,1,1,2,2,2,""us"",0.01,0.35,0.8,0.01","us"
"5074","""5073"",14,3,2,1,1,2,2,2,""us"",0.92,0.1,0.62,0.74","us"
"5075","""5074"",10,6,1,1,2,1,1,2,""china"",0.26,0.53,0.03,0.83","us"
"5076","""5075"",5,4,2,1,1,3,1,2,""us"",0.87,0.68,0.94,0.43","us"
"5077","""5076"",3,1,1,1,2,2,1,2,""us"",0.38,0.58,0.04,0.43","us"
"5078","""5077"",3,4,1,1,1,3,1,2,""china"",0.39,0.2,0.6,0.73","us"
"5079","""5078"",15,6,2,1,1,2,1,2,""china"",0.24,0.29,0.6,0.88","us"
"5080","""5079"",24,9,1,1,1,2,1,2,""us"",0.78,0.72,0.37,0.81","us"
"5081","""5080"",7,3,2,1,2,2,1,2,""us"",0.71,0.56,0.79,0.57","us"
"5082","""5081"",24,3,2,1,3,1,2,2,""us"",0.13,0.39,0.82,0.73","us"
"5083","""5082"",26,2,1,1,1,2,1,2,""us"",0.14,0.18,0.64,0.5","us"
"5084","""5083"",7,9,2,1,2,1,2,2,""china"",0.12,0.31,0.76,0.16","us"
"5085","""5084"",23,7,2,1,2,2,1,2,""us"",0.15,0.56,0.09,0.74","us"
"5086","""5085"",25,10,1,1,2,2,2,2,""us"",0.86,0.08,0.47,0.34","us"
"5087","""5086"",16,3,2,1,2,2,1,2,""us"",0.12,0.11,0.56,0.39","us"
"5088","""5087"",23,9,2,1,1,3,1,2,""us"",0.59,0.55,0.53,0.84","us"
"5089","""5088"",26,5,2,1,2,3,2,2,""us"",0.33,0.74,0.16,0.07","us"
"5090","""5089"",20,3,1,1,2,2,1,2,""china"",0.95,0.16,0.35,0.51","us"
"5091","""5090"",3,4,1,1,3,3,2,2,""us"",0.48,0.02,0.01,0.79","us"
"5092","""5091"",29,2,1,1,3,3,2,2,""china"",0.34,0.63,0.57,0.46","us"
"5093","""5092"",12,7,2,1,2,2,1,2,""china"",0.83,0.46,0.89,0.74","us"
"5094","""5093"",16,2,2,1,2,3,1,2,""china"",0.38,0.03,0.9,0.85","us"
"5095","""5094"",14,3,2,1,1,1,1,2,""china"",0.83,0.67,0.5,0.74","us"
"5096","""5095"",10,2,1,1,2,2,2,2,""china"",0.74,0.74,0.23,0.82","us"
"5097","""5096"",5,8,1,1,2,2,1,2,""china"",0.67,0.45,0.53,0.37","us"
"5098","""5097"",7,3,1,1,2,1,2,2,""china"",0.35,0.48,0.43,0.05","us"
"5099","""5098"",29,10,2,1,2,1,2,2,""china"",0.11,0.09,0.06,0.22","us"
"5100","""5099"",22,7,2,1,2,2,1,2,""china"",0.82,0.19,0.27,0.25","us"
"5101","""5100"",25,8,1,1,3,1,1,2,""us"",0.83,0.49,0.61,0.77","us"
"5102","""5101"",9,6,1,1,3,1,2,2,""us"",0.48,0.15,0.66,0.12","us"
"5103","""5102"",19,8,2,1,2,1,2,2,""us"",0.63,0.81,0.74,0.76","us"
"5104","""5103"",4,2,2,1,2,1,2,2,""us"",0.44,0.53,0.9,0.21","us"
"5105","""5104"",14,5,1,1,2,3,1,2,""us"",0.8,0.28,0.91,0.8","us"
"5106","""5105"",17,10,2,1,3,2,1,2,""us"",0.05,0.47,0.67,0.62","us"
"5107","""5106"",23,7,1,1,2,2,2,2,""us"",0.21,0.79,0.77,0.69","us"
"5108","""5107"",26,8,1,1,3,1,1,2,""china"",0.98,0.63,0.75,0.26","us"
"5109","""5108"",7,2,2,1,3,1,2,2,""us"",0.64,0.4,0.86,0.08","us"
"5110","""5109"",26,2,2,1,2,1,1,2,""china"",0.93,0.52,0.5,0.17","us"
"5111","""5110"",24,9,2,1,1,1,1,2,""us"",0.89,0.07,0.29,0.88","us"
"5112","""5111"",9,9,2,1,2,2,2,2,""china"",0.69,0.82,0.38,0.73","us"
"5113","""5112"",26,7,1,1,3,2,1,2,""us"",0.6,0.3,0.36,0.96","us"
"5114","""5113"",6,3,2,1,2,2,1,2,""china"",0.06,0.23,0.82,0.56","us"
"5115","""5114"",5,3,1,1,2,2,2,2,""china"",0.42,0.55,0.05,0.63","us"
"5116","""5115"",23,8,2,1,1,2,1,2,""us"",0.97,0.78,0.42,0.1","us"
"5117","""5116"",5,4,1,1,3,2,1,2,""china"",0.56,0.3,0.92,0.44","us"
"5118","""5117"",16,2,2,1,2,2,2,2,""china"",0.18,0.37,0.42,0.85","us"
"5119","""5118"",15,4,1,1,3,2,2,2,""us"",0.25,0.66,0.76,0.34","us"
"5120","""5119"",18,10,2,1,2,3,1,2,""china"",0.86,0.68,0.65,0.77","us"
"5121","""5120"",27,8,1,1,2,2,1,2,""us"",0.52,0.38,0.3,0.67","us"
"5122","""5121"",23,1,2,1,3,2,2,2,""china"",0.77,0.54,0.11,0.75","us"
"5123","""5122"",14,8,1,1,3,3,1,2,""china"",0.35,0.88,0.57,0.49","us"
"5124","""5123"",18,6,1,1,3,2,1,2,""china"",0.54,0.79,0.24,0.92","us"
"5125","""5124"",25,9,1,1,2,1,1,2,""china"",0.72,0.77,0.72,0.54","us"
"5126","""5125"",8,7,1,1,2,3,1,2,""us"",0.38,0.08,0.53,0.33","us"
"5127","""5126"",4,7,2,1,1,1,2,2,""china"",0.1,0.1,0.6,0.19","us"
"5128","""5127"",28,4,2,1,2,2,2,2,""china"",0.01,0.51,0.61,0.05","us"
"5129","""5128"",4,3,2,1,1,2,1,2,""china"",0.31,0.53,0.91,0.71","us"
"5130","""5129"",30,5,2,1,2,2,2,2,""china"",0.48,0.79,0.44,0.36","us"
"5131","""5130"",26,2,1,1,1,2,2,2,""china"",0.62,0.62,0.87,0.59","us"
"5132","""5131"",29,7,1,1,2,2,1,2,""china"",0.84,0.82,0.59,0.34","us"
"5133","""5132"",24,7,1,1,2,2,2,2,""china"",0.81,0.02,0.6,0.14","us"
"5134","""5133"",18,4,1,1,1,2,1,2,""china"",0.97,0.45,0.86,0.3","us"
"5135","""5134"",25,7,2,1,2,1,2,2,""china"",0.04,0.3,0.36,0.57","us"
"5136","""5135"",25,10,2,1,1,2,1,2,""china"",0.32,0.98,0.71,0.6","us"
"5137","""5136"",3,2,1,1,2,2,2,2,""us"",0.67,0.41,0.58,0.74","us"
"5138","""5137"",17,5,2,1,1,1,1,2,""china"",0.24,0.3,0.66,0.06","us"
"5139","""5138"",14,3,1,1,2,1,2,2,""us"",0.94,0.89,0.4,0.37","us"
"5140","""5139"",6,8,1,1,2,1,1,2,""us"",0.21,0.88,0.3,0.04","us"
"5141","""5140"",24,2,1,1,1,1,2,2,""china"",0.47,0.05,0.05,0.79","us"
"5142","""5141"",28,5,1,1,1,3,1,2,""us"",0.79,0.28,0.81,0.84","us"
"5143","""5142"",22,4,1,1,2,3,1,2,""us"",0.24,0.43,0.45,0.24","us"
"5144","""5143"",10,9,1,1,1,3,1,2,""us"",0.37,0.59,0.94,0.15","us"
"5145","""5144"",3,6,2,1,2,2,2,2,""us"",0.44,0.52,0.69,0.57","us"
"5146","""5145"",4,6,2,1,1,2,2,2,""china"",0.21,0.68,0.38,0.55","us"
"5147","""5146"",17,2,2,1,2,2,1,2,""china"",0.03,0.23,0.12,0.35","us"
"5148","""5147"",12,5,1,1,1,2,1,2,""us"",0.49,0.73,0.83,0.45","us"
"5149","""5148"",20,3,1,1,1,2,2,2,""us"",0.94,0.36,0.78,0.87","us"
"5150","""5149"",15,1,2,1,3,2,1,2,""china"",0.8,0.49,0.89,0.4","us"
"5151","""5150"",29,3,1,1,2,2,2,2,""china"",0.1,0.92,0.33,0.45","us"
"5152","""5151"",24,3,2,1,1,2,2,2,""china"",0.28,0.31,0.48,0.31","us"
"5153","""5152"",3,4,1,1,3,3,2,2,""us"",0.59,0.22,0.79,0.52","us"
"5154","""5153"",26,7,1,1,2,2,1,2,""china"",0.98,0.91,0.41,0.85","us"
"5155","""5154"",23,9,2,1,2,2,2,2,""us"",0.99,0.87,0.33,0.62","us"
"5156","""5155"",22,3,1,1,2,1,1,2,""us"",0.18,0.1,0.26,0.65","us"
"5157","""5156"",29,3,1,1,3,2,1,2,""us"",0.32,0.85,0.67,0.42","us"
"5158","""5157"",27,5,2,1,3,1,1,2,""us"",0.91,0.75,0.31,0.55","us"
"5159","""5158"",28,10,1,1,3,2,1,2,""us"",0.74,0.48,0.56,0.86","us"
"5160","""5159"",18,10,2,1,2,3,1,2,""us"",0.02,0.97,0.41,0.04","us"
"5161","""5160"",12,7,1,1,2,1,2,2,""us"",0.88,0.9,0.45,0.14","us"
"5162","""5161"",9,6,2,1,3,3,2,2,""us"",0.06,0.54,0.35,0.97","us"
"5163","""5162"",28,10,1,1,2,1,2,2,""us"",0.54,0.31,0.12,0.96","us"
"5164","""5163"",8,10,2,1,2,1,1,2,""us"",0.53,0.16,0.82,0.42","us"
"5165","""5164"",19,3,2,1,2,2,2,2,""us"",0.26,0.32,0.44,0.19","us"
"5166","""5165"",24,8,1,1,2,2,2,2,""china"",0.85,0.69,0.2,0.88","us"
"5167","""5166"",27,2,1,1,2,3,1,2,""us"",0.6,0.53,0.5,0.18","us"
"5168","""5167"",21,4,1,1,1,2,2,2,""china"",0.85,0.22,0.58,0.07","us"
"5169","""5168"",28,4,1,1,2,3,1,2,""us"",0.35,0.86,0.49,0.77","us"
"5170","""5169"",13,7,1,1,2,1,1,2,""us"",0.81,0.57,0.62,0.36","us"
"5171","""5170"",2,5,2,1,3,1,2,2,""china"",0.16,0.24,0.36,0.8","us"
"5172","""5171"",2,5,1,1,3,2,1,2,""china"",0.96,0.11,0.46,0.63","us"
"5173","""5172"",23,4,1,1,2,2,2,2,""us"",0.28,0.6,0.55,0.24","us"
"5174","""5173"",29,5,2,1,2,2,1,2,""china"",0.39,0.77,0.96,0.17","us"
"5175","""5174"",17,3,1,1,3,2,2,2,""us"",0.33,0.97,0.18,0.18","us"
"5176","""5175"",28,10,1,1,2,3,2,2,""china"",0.46,0.04,0.33,0.44","us"
"5177","""5176"",30,3,1,1,2,3,1,2,""china"",0.27,0.22,0.93,0.34","us"
"5178","""5177"",16,6,2,1,1,2,1,2,""us"",0.18,0.47,0.62,0.67","us"
"5179","""5178"",7,7,1,1,1,1,2,2,""china"",0.29,0.35,0.34,0.85","us"
"5180","""5179"",13,7,1,1,3,3,1,2,""us"",0.45,0.51,0.97,0.94","us"
"5181","""5180"",8,3,1,1,2,3,1,2,""us"",0.98,0.51,0.29,0.29","us"
"5182","""5181"",3,7,2,1,1,2,1,2,""china"",0.5,0.8,0.38,0.25","us"
"5183","""5182"",8,6,2,1,3,3,1,2,""china"",0.62,0.46,0.2,0.73","us"
"5184","""5183"",5,5,1,1,3,2,2,2,""us"",0.69,0.87,0.07,0.53","us"
"5185","""5184"",23,9,1,1,2,1,2,2,""china"",0.97,0.49,0.56,0.59","us"
"5186","""5185"",11,9,1,1,2,1,1,2,""us"",0.48,0.7,0.15,0.7","us"
"5187","""5186"",4,1,1,1,2,2,1,2,""us"",0.71,0.56,0.95,0.4","us"
"5188","""5187"",27,8,1,1,1,2,1,2,""china"",0.86,0.72,0.04,0.61","us"
"5189","""5188"",3,6,2,1,2,2,1,2,""us"",0.9,0.2,0.22,0.37","us"
"5190","""5189"",5,3,1,1,2,3,1,2,""china"",0.87,0.94,0.43,0.61","us"
"5191","""5190"",29,10,2,1,2,1,1,2,""us"",0.84,0.02,0.77,0.26","us"
"5192","""5191"",14,3,1,1,2,2,2,2,""china"",0.96,0.29,0.57,0.48","us"
"5193","""5192"",8,8,2,1,2,1,2,2,""china"",0.75,0.59,0.42,0.91","us"
"5194","""5193"",15,9,2,1,1,2,2,2,""us"",0.78,0.2,0.03,0.86","us"
"5195","""5194"",12,4,2,1,3,1,2,2,""china"",0.09,0.21,0.98,0.07","us"
"5196","""5195"",17,4,2,1,2,2,2,2,""china"",0.15,0.81,0.8,0.21","us"
"5197","""5196"",14,9,1,1,3,3,2,2,""us"",0.83,0.73,0.63,0.95","us"
"5198","""5197"",18,4,2,1,2,2,1,2,""china"",0.21,0.05,0.58,0.39","us"
"5199","""5198"",10,3,2,1,1,1,1,2,""china"",0.55,0.48,0.39,0.71","us"
"5200","""5199"",20,8,2,1,2,1,1,2,""china"",0.93,0.62,0.65,0.43","us"
"5201","""5200"",3,4,1,1,2,1,2,2,""china"",0.44,0.43,0.52,0.29","us"
"5202","""5201"",24,2,2,1,2,2,1,2,""us"",0.3,0.77,0.91,0.79","us"
"5203","""5202"",5,6,2,1,2,3,1,2,""us"",0.25,0.72,0.61,0.51","us"
"5204","""5203"",21,7,2,1,3,1,2,2,""us"",0.97,0.4,0.6,0.64","us"
"5205","""5204"",7,6,1,1,2,1,2,2,""us"",0.26,0.8,0.72,0.92","us"
"5206","""5205"",18,7,1,1,2,2,2,2,""us"",0.42,0.43,0.77,0.22","us"
"5207","""5206"",9,7,1,1,1,2,1,2,""china"",0.89,0.07,0.99,0.48","us"
"5208","""5207"",19,3,2,1,2,2,1,2,""china"",0.64,0.66,0.22,0.11","us"
"5209","""5208"",10,5,2,1,3,2,1,2,""us"",0.22,0.8,0.82,0.75","us"
"5210","""5209"",26,6,1,1,1,2,2,2,""china"",0.57,0.81,0.13,0.6","us"
"5211","""5210"",16,6,2,1,1,2,2,2,""us"",0.51,0.61,0.87,0.29","us"
"5212","""5211"",26,7,2,1,3,1,2,2,""china"",0.42,0.28,0.09,0.49","us"
"5213","""5212"",14,3,1,1,2,3,1,2,""us"",0.13,0.68,0.19,0.5","us"
"5214","""5213"",3,7,1,1,2,1,1,2,""china"",0.29,0.59,0.41,0.48","us"
"5215","""5214"",20,7,1,1,1,1,2,2,""us"",0.06,0.83,0.47,0.1","us"
"5216","""5215"",6,7,1,1,3,2,2,2,""us"",0.88,0.96,0.55,0.78","us"
"5217","""5216"",10,4,2,1,1,2,1,2,""china"",0.68,0.3,0.29,0.72","us"
"5218","""5217"",15,9,1,1,3,2,2,2,""us"",0.03,0.07,1,0.43","us"
"5219","""5218"",30,1,2,1,1,1,1,2,""us"",0.71,0.95,0.32,0.58","us"
"5220","""5219"",10,2,2,1,2,2,1,2,""china"",0.7,0.37,0.92,0.07","us"
"5221","""5220"",24,10,2,1,1,1,1,2,""us"",0.13,0.82,0.09,0.72","us"
"5222","""5221"",7,2,1,1,3,3,1,2,""china"",0.27,0.09,0.17,0.8","us"
"5223","""5222"",27,5,2,1,1,2,2,2,""us"",0.22,0.4,0.14,1","us"
"5224","""5223"",14,4,2,1,3,3,1,2,""us"",0.24,0.92,0.72,0.87","us"
"5225","""5224"",12,4,1,1,3,2,1,2,""us"",0.83,0.1,0.95,0.76","us"
"5226","""5225"",7,9,1,1,2,3,1,2,""us"",0.44,0.11,0.08,0.3","us"
"5227","""5226"",17,7,1,1,2,3,2,2,""us"",0.26,0.03,0.03,0.66","us"
"5228","""5227"",27,1,2,1,3,1,2,2,""china"",0.52,0.29,0.15,0.98","us"
"5229","""5228"",14,1,2,1,2,2,1,2,""us"",0.8,0.61,0.06,0.55","us"
"5230","""5229"",6,3,1,1,3,3,2,2,""china"",0.21,0.47,0.29,0.4","us"
"5231","""5230"",18,6,2,1,3,2,2,2,""china"",0.84,0.42,0.8,0.08","us"
"5232","""5231"",27,6,1,1,3,2,2,2,""us"",0.27,0.87,0.23,0.27","us"
"5233","""5232"",10,3,2,1,1,3,1,2,""us"",0.81,0.32,0.12,0.66","us"
"5234","""5233"",15,8,1,1,3,2,2,2,""china"",0.92,0.94,0.45,0.83","us"
"5235","""5234"",4,6,1,1,3,3,2,2,""us"",0.73,0.33,0.75,0.39","us"
"5236","""5235"",20,9,1,1,2,2,2,2,""china"",0.82,0.93,0.22,0.98","us"
"5237","""5236"",6,1,2,1,2,3,2,2,""us"",0.34,0.9,0.1,0.22","us"
"5238","""5237"",18,2,2,1,3,2,2,2,""china"",0.43,0.28,0.64,0.62","us"
"5239","""5238"",2,2,1,1,2,2,2,2,""us"",0.04,0.81,0.46,0.61","us"
"5240","""5239"",24,5,1,1,2,1,1,2,""us"",0.32,0.61,0.26,0.09","us"
"5241","""5240"",16,10,1,1,3,1,1,2,""us"",0.76,0.35,0.18,0.17","us"
"5242","""5241"",2,5,1,1,2,3,2,2,""china"",0.54,1,0.48,0.01","us"
"5243","""5242"",11,6,2,1,3,3,2,2,""china"",0.09,0.39,0.84,0.84","us"
"5244","""5243"",13,2,1,1,3,1,1,2,""us"",0.05,0.71,0.01,0.54","us"
"5245","""5244"",22,8,1,1,1,1,2,2,""china"",0.4,0.33,0.82,0.35","us"
"5246","""5245"",22,6,2,1,2,2,1,2,""china"",0.46,0.52,0.06,0.48","us"
"5247","""5246"",15,4,1,1,2,3,2,2,""us"",0.75,0.98,0.04,0.72","us"
"5248","""5247"",24,9,2,1,3,3,1,2,""china"",0.22,0.09,0.09,0.86","us"
"5249","""5248"",6,3,2,1,2,1,2,2,""us"",0.43,0.69,0.2,0.3","us"
"5250","""5249"",9,6,2,1,2,2,1,2,""us"",0.87,0.91,0.39,0.47","us"
"5251","""5250"",18,5,2,1,2,2,1,2,""us"",0.51,0.46,0.62,0.33","us"
"5252","""5251"",12,9,1,1,2,1,1,2,""us"",0.67,0.48,0.18,0.25","us"
"5253","""5252"",22,4,2,1,1,1,1,2,""china"",0.26,0.74,0.78,0.99","us"
"5254","""5253"",19,5,1,1,2,2,2,2,""us"",0.47,0.92,0.75,0.02","us"
"5255","""5254"",25,3,1,1,2,2,2,2,""china"",0.04,0.58,0.37,0.54","us"
"5256","""5255"",18,1,2,1,2,2,1,2,""china"",0.93,0.87,0.24,0.63","us"
"5257","""5256"",13,1,2,1,1,1,1,2,""china"",0.38,0.16,0.23,0.82","us"
"5258","""5257"",22,7,2,1,2,2,2,2,""china"",0.67,0.81,0.25,0.1","us"
"5259","""5258"",7,3,2,1,3,1,2,2,""us"",0.1,0.25,0.93,0.47","us"
"5260","""5259"",13,6,2,1,2,1,2,2,""us"",0.82,0.68,0.67,0.21","us"
"5261","""5260"",18,3,2,1,2,1,2,2,""china"",0.16,0.38,0.22,0.94","us"
"5262","""5261"",30,7,1,1,3,1,1,2,""china"",0.6,0.85,0.27,0.32","us"
"5263","""5262"",19,5,1,1,2,3,2,2,""china"",0.51,0.6,0.23,0.2","us"
"5264","""5263"",25,7,2,1,2,2,2,2,""china"",0.12,0.64,0.66,0.15","us"
"5265","""5264"",11,4,2,1,2,3,2,2,""us"",0.92,0.5,0.84,0.83","us"
"5266","""5265"",9,9,2,1,2,1,1,2,""china"",0.97,0.51,0.29,0.46","us"
"5267","""5266"",12,8,2,1,2,3,1,2,""china"",0.4,0.61,0.81,0.61","us"
"5268","""5267"",3,1,2,1,1,1,1,2,""us"",0.52,0.7,0.54,0.33","us"
"5269","""5268"",15,9,2,1,2,2,1,2,""us"",0.43,0.13,0.17,0.66","us"
"5270","""5269"",22,6,1,1,2,1,1,2,""us"",0.11,0.72,0.59,0.62","us"
"5271","""5270"",23,8,1,1,2,1,2,2,""china"",0.69,0.92,0.51,0.09","us"
"5272","""5271"",13,3,2,1,3,2,2,2,""china"",0.4,0.66,0.71,0.87","us"
"5273","""5272"",15,6,2,1,2,2,1,2,""china"",0.07,0.35,0.21,0.6","us"
"5274","""5273"",23,6,1,1,3,2,2,2,""china"",0.41,0.52,0.33,0.49","us"
"5275","""5274"",8,3,1,1,3,1,2,2,""us"",0.71,0.86,0.25,0.19","us"
"5276","""5275"",21,4,1,1,2,3,2,2,""us"",0.32,0.63,0.89,0.49","us"
"5277","""5276"",16,5,1,1,1,2,1,2,""us"",0.25,0.07,0.9,0.73","us"
"5278","""5277"",11,3,2,1,1,3,2,2,""china"",0.84,0.21,0.63,0.76","us"
"5279","""5278"",12,5,1,1,3,2,1,2,""china"",0.91,0.5,0.26,0.24","us"
"5280","""5279"",27,9,2,1,2,3,2,2,""china"",0.07,0.01,0.91,0.12","us"
"5281","""5280"",16,10,1,1,2,3,1,2,""china"",0.17,0.34,0.02,0.19","us"
"5282","""5281"",14,5,2,1,2,2,1,2,""us"",0.89,0.14,0.78,0.63","us"
"5283","""5282"",9,4,2,1,2,2,2,2,""us"",0.55,0.08,0.69,0.13","us"
"5284","""5283"",11,9,1,1,2,2,1,2,""china"",0.1,0.38,0.91,0.36","us"
"5285","""5284"",23,1,2,1,2,2,1,2,""us"",0.91,0.03,0.86,0.82","us"
"5286","""5285"",17,4,1,1,1,2,2,2,""us"",0.9,0.69,0.19,0.06","us"
"5287","""5286"",10,2,2,1,2,2,1,2,""us"",0.99,0.48,0.35,0.51","us"
"5288","""5287"",20,7,2,1,2,3,2,2,""us"",0.69,0.26,0.46,0.18","us"
"5289","""5288"",7,4,2,1,1,2,2,2,""us"",0.24,0.12,0.07,0.12","us"
"5290","""5289"",11,5,1,1,3,3,1,2,""us"",0.41,0.13,0.31,0.02","us"
"5291","""5290"",14,5,2,1,1,1,2,2,""us"",0.11,0.85,0.34,0.78","us"
"5292","""5291"",28,4,1,1,3,3,2,2,""us"",0.06,0.94,0.72,0.35","us"
"5293","""5292"",22,3,2,1,2,2,2,2,""china"",0.56,0.47,0.62,0.47","us"
"5294","""5293"",6,9,2,1,3,3,2,2,""us"",0.84,0.21,0.06,0.32","us"
"5295","""5294"",3,8,2,1,2,2,2,2,""china"",0.65,0.93,0.47,0.65","us"
"5296","""5295"",15,4,1,1,1,1,2,2,""china"",0.51,0.63,0.5,0.23","us"
"5297","""5296"",10,3,2,1,2,3,1,2,""us"",0.55,0.25,0.31,0.72","us"
"5298","""5297"",27,6,1,1,1,2,2,2,""china"",0.86,0.56,0.52,0.27","us"
"5299","""5298"",28,6,2,1,3,2,1,2,""china"",0.92,0.25,0.57,0.75","us"
"5300","""5299"",24,6,1,1,1,2,2,2,""china"",0.83,0.93,0.55,0.54","us"
"5301","""5300"",18,8,1,1,3,1,1,2,""china"",0.23,0.1,0.54,0.39","us"
"5302","""5301"",22,10,2,1,2,3,1,2,""us"",0.31,0.04,0.45,0.59","us"
"5303","""5302"",5,4,1,1,2,1,1,2,""us"",0.11,0.73,0.54,0.7","us"
"5304","""5303"",18,10,2,1,1,2,2,2,""us"",0.96,0.69,0.94,0.91","us"
"5305","""5304"",4,6,1,1,3,2,1,2,""china"",0.76,0.96,0.84,0.23","us"
"5306","""5305"",21,2,1,1,3,1,1,2,""us"",0.83,0.72,0.21,0.29","us"
"5307","""5306"",10,7,1,1,1,2,2,2,""china"",0.58,0.07,0.33,0.51","us"
"5308","""5307"",8,8,1,1,3,2,2,2,""china"",0.37,0.06,0.85,0.23","us"
"5309","""5308"",3,7,2,1,3,2,2,2,""us"",0.31,0.85,0.72,0.42","us"
"5310","""5309"",18,8,1,1,2,1,2,2,""china"",0.96,0.14,0.91,0.35","us"
"5311","""5310"",10,3,2,1,2,3,2,2,""us"",0.63,0.89,0.47,0.07","us"
"5312","""5311"",6,8,2,1,3,2,1,2,""china"",0.34,0.88,0.36,0.02","us"
"5313","""5312"",21,2,2,1,2,2,2,2,""us"",0.48,0.59,0.25,0.2","us"
"5314","""5313"",7,3,1,1,3,3,1,2,""us"",0.25,0.78,0.14,0.6","us"
"5315","""5314"",11,6,2,1,3,2,2,2,""china"",0.32,0.09,0.38,0.97","us"
"5316","""5315"",11,10,1,1,3,2,2,2,""china"",0.33,0.27,0.35,0.13","us"
"5317","""5316"",22,5,2,1,1,1,1,2,""us"",0.74,0.57,0.37,0.82","us"
"5318","""5317"",5,6,1,1,1,1,1,2,""us"",0.27,0.71,0.09,0.16","us"
"5319","""5318"",6,9,1,1,1,2,2,2,""us"",0.33,0.53,0.05,0.43","us"
"5320","""5319"",15,3,2,1,2,2,1,2,""china"",0.85,0.09,0.66,0.05","us"
"5321","""5320"",27,3,1,1,2,2,2,2,""us"",0.65,0.37,0.66,0.95","us"
"5322","""5321"",14,3,1,1,3,1,2,2,""china"",0.77,0.9,0.57,0.06","us"
"5323","""5322"",28,7,2,1,3,3,2,2,""us"",0.61,0.17,0.59,0.39","us"
"5324","""5323"",27,3,1,1,1,1,1,2,""us"",0.07,0.44,0.63,0.35","us"
"5325","""5324"",14,6,2,1,2,2,1,2,""us"",0.39,0.26,0.42,0.89","us"
"5326","""5325"",20,2,2,1,2,3,1,2,""china"",0.72,0.28,0.12,0.03","us"
"5327","""5326"",25,9,2,1,2,2,1,2,""china"",0.2,0.15,0.84,0.01","us"
"5328","""5327"",29,9,1,1,1,1,1,2,""us"",0.29,0.62,0.7,0.75","us"
"5329","""5328"",19,7,1,1,1,2,1,2,""us"",0.69,0.33,0.94,0.65","us"
"5330","""5329"",9,5,2,1,3,2,1,2,""us"",0.68,0.64,0.54,0.44","us"
"5331","""5330"",17,5,2,1,2,3,1,2,""us"",0.97,0.38,0.88,0.81","us"
"5332","""5331"",16,9,1,1,1,3,2,2,""us"",0.71,0.13,0.19,0.28","us"
"5333","""5332"",15,9,1,1,2,2,2,2,""us"",0.58,0.18,0.35,0.59","us"
"5334","""5333"",29,9,2,1,2,2,1,2,""us"",0.39,0.11,0.52,0.85","us"
"5335","""5334"",20,2,1,1,2,2,2,2,""china"",0.52,0.18,0.54,0.96","us"
"5336","""5335"",12,4,2,1,3,3,2,2,""china"",0.5,0.39,0.58,0.32","us"
"5337","""5336"",19,3,1,1,2,2,1,2,""china"",0.08,0.08,0.95,0.53","us"
"5338","""5337"",16,7,1,1,3,1,2,2,""us"",0.76,0.21,0.94,0.96","us"
"5339","""5338"",5,8,1,1,1,1,1,2,""us"",0.93,0.6,0.15,1","us"
"5340","""5339"",24,5,1,1,2,2,2,2,""china"",0.08,0.54,0.65,0.84","us"
"5341","""5340"",16,1,1,1,3,1,1,2,""china"",0.62,0.84,0.89,0.15","us"
"5342","""5341"",16,8,1,1,3,1,2,2,""china"",0.61,0.31,0.19,0.45","us"
"5343","""5342"",23,6,2,1,3,3,1,2,""us"",0.14,0.46,0.54,0.74","us"
"5344","""5343"",20,3,1,1,2,2,1,2,""us"",0.71,0.55,0.93,0.64","us"
"5345","""5344"",18,7,2,1,3,2,2,2,""china"",0.93,0.8,0.44,0.16","us"
"5346","""5345"",19,2,2,1,1,2,2,2,""china"",0.64,0.85,0.52,0.28","us"
"5347","""5346"",4,3,1,1,2,1,1,2,""us"",0.74,0.45,0.9,0.21","us"
"5348","""5347"",26,8,2,1,1,2,1,2,""china"",0.88,0.32,0.69,0.02","us"
"5349","""5348"",12,5,2,1,1,1,2,2,""us"",0.63,0.15,0.27,0.2","us"
"5350","""5349"",24,3,2,1,3,1,2,2,""us"",0.44,0.19,0.93,0.92","us"
"5351","""5350"",10,9,1,1,2,1,1,2,""us"",0.7,0.76,0.67,0.9","us"
"5352","""5351"",13,6,1,1,2,3,1,2,""china"",0.91,0.73,0.11,0.41","us"
"5353","""5352"",5,2,2,1,1,2,2,2,""us"",0.51,0.19,0.42,0.21","us"
"5354","""5353"",9,6,2,1,2,3,2,2,""us"",0.49,0.79,0.58,0.79","us"
"5355","""5354"",26,5,2,1,2,3,1,2,""china"",0.81,0.84,0.29,0.41","us"
"5356","""5355"",16,9,1,1,3,2,1,2,""us"",0.38,0.27,0.14,0.42","us"
"5357","""5356"",8,5,2,1,2,2,2,2,""china"",0.37,0.84,0.51,0.78","us"
"5358","""5357"",4,8,1,1,1,2,2,2,""china"",0.03,0.01,0.71,0.78","us"
"5359","""5358"",22,7,1,1,3,3,1,2,""us"",0.25,0.03,0.49,0.26","us"
"5360","""5359"",20,8,2,1,2,2,2,2,""us"",0.6,0.78,0.81,0.47","us"
"5361","""5360"",25,7,1,1,2,3,2,2,""us"",0.56,0.63,0.82,0.68","us"
"5362","""5361"",13,9,2,1,2,2,2,2,""china"",0.65,0.66,0.05,0.7","us"
"5363","""5362"",29,10,1,1,3,1,1,2,""us"",0.2,0.83,0.1,0.25","us"
