"","china_platform","us_platform","china_staying_power","us_staying_power","china_defense","us_defense","china_offense","us_offense","first_salvo","china_scouting","us_scouting","china_ready","us_ready","outcome_china","outcome_us","iter"
"15638",5,6,1,1,2,3,1,2,"china",0.43,0.85,0.91,0.32,"33.486501","-1.29993","2"
"15639",10,7,1,1,1,2,1,2,"china",0.56,0.83,0.58,0.23,"20.2488","-2.68","1"
"15640",14,7,1,1,2,2,2,2,"china",0.91,0.28,0.56,0.8,"41.0368","-20.28","1"
"15641",18,2,1,1,2,3,2,2,"us",0.78,0.14,0.31,0.17,"28.6","-41.596","1"
"15642",11,7,2,1,2,1,2,2,"us",0.31,0.5,0.82,0.66,"19.02","-8.4724","1"
"15643",21,5,2,1,2,1,1,2,"china",0.83,0.55,0.95,0.77,"48.5895","-13.89","1"
"15644",25,2,1,1,1,3,2,2,"us",0.19,0.02,0.46,0.09,"36.42","-11.2996","1"
"15645",21,10,1,1,2,1,2,2,"us",0.23,0.7,0.6,0.38,"43.4","-17.204","1"
"15646",11,2,2,1,1,2,2,2,"china",0.15,0.84,0.92,0.65,"23.113616","-1.5004","2"
"15647",22,3,2,1,2,3,1,2,"china",0.41,0.25,0.96,0.82,"43.645","-2.1","1"
"15648",14,2,2,1,3,1,1,2,"us",0.48,0.29,0.8,0.8,"30.22","-10.9056","1"
"15649",20,7,1,1,1,1,2,2,"china",0.32,0.42,0.09,0.15,"30.62","-10.5","1"
"15650",14,1,1,1,3,1,2,2,"china",0.91,0.92,0.44,0.16,"75.0944","-23.16","1"
"15651",10,9,1,1,2,2,1,2,"china",0.08,0.47,0.08,0.83,"-2.22160576","11.435104","2"
"15652",19,7,1,1,2,1,1,2,"us",0.89,0.79,0.49,0.24,"34.46","-28.1894","1"
"15653",15,7,2,1,3,1,1,2,"us",0.72,0.22,0.02,0.19,"15.01","-8.4272","1"
"15654",16,9,1,1,2,3,1,2,"china",0.23,0.36,0.03,0.96,"-28.120290369536","47.5771301888","3"
"15655",3,9,1,1,1,1,2,2,"us",0.2,0.16,0.94,0.09,"10.01464","-3.888136","2"
"15656",15,3,1,1,2,1,1,2,"china",0.45,0.06,0.64,0.73,"34.5948","-3.29","1"
"15657",3,2,1,1,3,1,2,2,"us",0.42,0.71,0.82,0.76,"7.54","-2.8136","1"
"15658",20,4,2,1,2,1,2,2,"us",0.38,0.14,0.97,0.29,"39.12","-27.1512","1"
"15659",22,8,2,1,1,1,2,2,"us",0.04,0.34,0.51,0.33,"33.625246","-2.01757168","2"
"15660",19,9,2,1,3,3,2,2,"china",0.88,0.98,0.24,0.74,"52.3","-27","1"
"15661",17,2,1,1,3,2,2,2,"china",0.05,0.11,0.83,0.36,"206.3641504","-2.90192","2"
"15662",27,1,1,1,2,2,2,2,"china",0.14,0.52,0.25,0.23,"45.3256","-4.64","1"
"15663",15,6,2,1,2,1,1,2,"us",0.86,0.25,0.44,0.25,"21.1","-15.646","1"
"15664",16,2,2,1,2,3,1,2,"us",0.44,0.78,0.63,0.55,"24.52","-5.4888","1"
"15665",9,5,1,1,3,3,1,2,"us",0.58,0.5,0.31,0.69,"15.37","-2.7746","1"
"15666",19,2,2,1,2,1,1,2,"china",0.06,0.93,0.52,0.91,"368.886223966274","-11.6871756718509","8"
"15667",22,8,2,1,3,3,1,2,"china",0.78,0.45,0.65,0.38,"49.246","-12.88","1"
"15668",11,7,2,1,1,3,1,2,"china",0.73,0.23,0.34,0.36,"13.7601","-3.87","1"
"15669",19,8,2,1,2,1,1,2,"us",0.86,0.66,0.88,0.63,"34.4","-26.324","1"
"15670",23,7,1,1,1,1,2,2,"china",0.44,0.49,0.53,0.49,"52.1048","-17.26","1"
"15671",25,3,2,1,2,2,2,2,"us",0.88,0.72,0.99,0.64,"48.31","-80.4656","1"
"15672",23,7,1,1,3,1,2,2,"china",0.71,0.65,0.04,0.83,"63.46","-29","1"
"15673",16,3,2,1,3,3,1,2,"us",0.43,0.71,0.71,0.95,"31.62","-5.8966","1"
"15674",23,2,2,1,3,2,1,2,"china",0.82,0.32,0.68,0.59,"51.1","-14.5","1"
"15675",12,7,2,1,2,1,2,2,"us",0.83,0.16,0.34,0.41,"15.76","-23.3416","1"
"15676",15,9,1,1,2,2,2,2,"china",0.99,1,0.36,0.58,"76.56","-25.38","1"
"15677",17,1,1,1,2,2,1,2,"us",0.16,0.86,0.53,0.32,"31.58","-1.7728","1"
"15678",5,6,2,1,3,2,2,2,"china",0.96,0.89,0.7,0.1,"16.658","-7.2","1"
"15679",28,6,1,1,2,2,2,2,"us",0.18,0.43,0.94,0.94,"78.92","-22.6512","1"
"15680",4,2,2,1,2,2,1,2,"us",0.02,0.22,0.74,0.69,"-55.6756053341667","807.674506997757","7"
"15681",15,4,2,1,2,1,2,2,"china",0.41,0.69,0.78,0.85,"32.634","-8.6","1"
"15682",12,2,2,1,2,1,1,2,"china",0.11,0.18,0.17,0.04,"16.39975536","-0.738952","2"
"15683",29,9,2,1,2,3,2,2,"us",0.34,0.02,0.23,0.95,"35.63","-16.5284","1"
"15684",28,1,2,1,1,3,1,2,"china",0.58,0.72,0.63,0.11,"46.5976","-13.58","1"
"15685",21,9,1,1,2,2,2,2,"us",0.83,0.59,0.54,0.91,"41.32","-62.9512","1"
"15686",14,10,1,1,3,2,2,2,"us",0.6,0.19,0.15,0.28,"19.54","-20.328","1"
"15687",19,9,1,1,3,2,2,2,"china",0.04,0.1,0.82,0.89,"773.381522752","-1.09473216","3"
"15688",23,3,1,1,1,3,1,2,"china",0.92,0.31,0.57,0.31,"46.836","-17.3","1"
"15689",26,4,2,1,1,2,2,2,"china",0.13,0.98,0.32,0.22,"33.9624","-3.88","1"
"15690",11,4,2,1,1,2,2,2,"us",0.53,0.54,0.77,0.54,"14.155","-10.8443","1"
"15691",25,9,2,1,2,3,1,2,"us",0.38,0.8,0.7,0.05,"40.9","-13.242","1"
"15692",29,5,1,1,1,2,1,2,"china",0.89,0.04,0.1,0.2,"33.7408","-23.01","1"
"15693",8,8,2,1,2,3,1,2,"china",0.77,0.36,0.19,0.87,"12.03028448","-3.209968","2"
"15694",17,9,2,1,2,3,2,2,"china",0.29,0.23,0.55,0.42,"27.5782","-5.34","1"
"15695",11,5,1,1,2,2,1,2,"china",0.85,0.54,1,0.26,"39.8148","-6.31","1"
"15696",16,9,2,1,2,1,2,2,"us",0.55,0.32,0.14,0.74,"17.6","-15.88","1"
"15697",29,3,2,1,1,2,1,2,"us",0.54,0.01,0.4,0.88,"34.78","-13.2612","1"
"15698",20,8,1,1,3,2,1,2,"china",0.17,0.61,0.57,0.6,"151.879852","-6.8066","2"
"15699",16,8,2,1,1,2,2,2,"us",0.59,0.12,0.5,0.19,"19.76","-20.5568","1"
"15700",23,2,1,1,3,1,2,2,"china",0.49,0.79,0.28,0.44,"73.3828","-19.66","1"
"15701",4,2,2,1,3,1,2,2,"china",0.35,0.04,0.7,0.92,"16.8732832","-3.71408","2"
"15702",17,6,1,1,1,2,2,2,"china",0.1,0.23,0.29,0.39,"30.0745368","-4.08648","2"
"15703",22,5,1,1,1,1,1,2,"us",0.2,0.11,0.91,0.01,"41.58","-6.296","1"
"15704",11,3,1,1,2,2,1,2,"us",0.66,0.17,0.46,0.21,"20.44","-10.6504","1"
"15705",27,3,1,1,1,1,1,2,"china",0.33,0.08,0.25,0.34,"34.7468","-6.23","1"
"15706",6,6,1,1,2,1,1,2,"china",0.89,0.29,0.38,0.91,"11.4416","-1.52","1"
"15707",18,5,2,1,3,2,1,2,"china",0.57,0.01,0.15,0.46,"22.1142","-6.42","1"
"15708",18,9,1,1,2,3,1,2,"us",0.09,0.07,0.29,0.37,"44.256816","-0.42649744","2"
"15709",21,3,1,1,2,2,1,2,"china",0.93,0.66,0.66,0.66,"68.3748","-14.89","1"
"15710",6,9,2,1,1,1,1,2,"china",0.47,0.54,0.63,0.84,"10.79478528","-1.907632","2"
"15711",7,3,1,1,1,3,2,2,"china",0.8,0.84,0.6,0.04,"26.2528","-8.96","1"
"15712",6,2,1,1,2,2,2,2,"us",0.4,0.55,0.97,0.61,"15.44","-7.912","1"
"15713",3,5,2,1,3,3,1,2,"us",0.82,0.15,0.16,0.53,"-11.280605998906","215.295611211901","8"
"15714",8,10,2,1,2,2,1,2,"us",0.53,0.58,0.42,0.17,"10.2","-2.726","1"
"15715",6,4,2,1,3,1,1,2,"us",0.59,0.81,0.65,0.04,"10.23","-3.9557","1"
"15716",22,2,1,1,2,2,2,2,"us",0.63,0.36,0.54,0.06,"44.32","-53.6032","1"
"15717",25,6,2,1,2,3,2,2,"china",0.34,0.56,0.04,0.35,"33.224","-12.9","1"
"15718",30,4,2,1,2,1,2,2,"china",0.17,0.75,0.9,0.8,"61.95","-6.6","1"
"15719",25,6,2,1,3,1,1,2,"us",0.22,0.3,0.12,0.15,"28.9","-4.058","1"
"15720",15,4,2,1,1,3,2,2,"us",0.42,0.72,0.56,0.7,"17.76","-8.7184","1"
"15721",15,8,1,1,2,1,2,2,"china",0.39,0.58,0.01,0.37,"25.6936","-8.96","1"
"15722",17,8,2,1,2,1,2,2,"china",0.44,0.05,0.78,0.35,"30.873","-12.26","1"
"15723",28,7,1,1,2,3,2,2,"us",0.78,0.73,0.22,0.14,"37.4","-55.504","1"
"15724",30,1,1,1,3,2,1,2,"us",0.74,0.44,0.84,0.46,"103.84","-73.0016","1"
"15725",10,4,1,1,3,1,1,2,"china",0.93,0.56,0.79,0.62,"40.4872","-6.06","1"
"15726",9,7,2,1,3,2,2,2,"china",0.96,0.93,0.35,0.11,"27.5262","-14.84","1"
"15727",7,3,2,1,1,2,2,2,"us",0.9,0.29,0.57,0.35,"8.415","-11.747","1"
"15728",19,2,2,1,3,2,1,2,"us",0.05,0.04,0.05,0.22,"26.9409267894087","-0.819869578615757","5"
"15729",3,8,2,1,2,2,1,2,"china",0.38,0.2,0.35,0.56,"-0.0717740935200042","19.7084331576","4"
"15730",4,9,1,1,3,2,1,2,"china",0.64,0.64,0.37,0.65,"29.589415052032","-4.8718886144","3"
"15731",29,3,2,1,2,1,2,2,"us",0.36,0.69,0.95,0.75,"55.17","-36.2224","1"
"15732",2,8,2,1,1,2,1,2,"us",0.86,0.66,0.16,0.96,"-2.470416","17.06794976","2"
"15733",5,5,1,1,3,2,1,2,"us",0.6,0.71,0.07,0.43,"-1.98220236","5.904175896","3"
"15734",21,8,2,1,3,2,1,2,"china",0.51,0.76,0.11,0.77,"28.7438","-5.63","1"
"15735",26,6,1,1,2,2,2,2,"china",0.73,0.81,0.3,0.58,"96.0968","-33.64","1"
"15736",22,10,2,1,2,3,1,2,"us",0.52,0.85,0.2,0.16,"24.7","-9.884","1"
"15737",28,8,2,1,2,2,2,2,"china",0.96,0.34,0.66,0.08,"63.9696","-51.44","1"
"15738",13,4,2,1,2,2,2,2,"us",0.68,0.92,0.21,0.75,"13.89","-13.8904","1"
"15739",26,6,1,1,2,2,1,2,"china",0.45,0.97,0.51,0.13,"70.3292","-9.18","1"
"15740",13,6,1,1,2,2,2,2,"us",0.26,0.52,0.65,0.21,"27.82","-11.6264","1"
"15741",17,7,1,1,2,3,1,2,"us",0.11,0.69,0.26,0.15,"34.583144","-3.28040584","2"
"15742",4,2,1,1,1,2,2,2,"china",0.9,0.6,0.78,0.14,"12.688","-4.64","1"
"15743",4,4,1,1,1,3,2,2,"us",0.88,0.06,0.56,0.61,"6","-4.9","1"
"15744",24,2,1,1,3,2,2,2,"china",0.81,0.1,0.61,0.1,"75.216","-36.48","1"
"15745",15,9,2,1,3,3,1,2,"us",0.42,0.51,0.02,0.84,"14.363406","-2.58514252","2"
"15746",6,4,1,1,2,2,1,2,"us",0.34,0.39,0.88,0.86,"41.1348","-13.061032","2"
"15747",10,8,2,1,2,2,1,2,"china",0.6,0.52,0.3,0.67,"13.6864","-1.32","1"
"15748",30,8,1,1,2,2,1,2,"china",0.87,0.14,0.41,0.44,"60.8552","-22.34","1"
"15749",5,10,1,1,3,3,2,2,"china",0.21,0.53,0.87,0.4,"57.9461824","-1.49704","2"
"15750",20,9,1,1,1,2,1,2,"china",1,0.98,0.45,0.42,"60.9872","-16.32","1"
"15751",7,4,2,1,3,3,2,2,"us",0.22,0.53,0.43,0.83,"25.5312972942","-6.72070397304801","3"
"15752",3,1,1,1,1,2,2,2,"china",0.77,0.78,0.67,0.93,"8.5067256","-1.92676","2"
"15753",24,6,1,1,3,1,2,2,"us",0.91,0.08,0.28,0.54,"43.84","-76.7088","1"
"15754",18,7,2,1,2,1,1,2,"china",0.48,0.73,0.11,0.04,"24.7688","-6.56","1"
"15755",7,2,1,1,1,2,1,2,"china",0.94,0.14,0.98,0.67,"14.392","-1.9","1"
"15756",13,3,2,1,2,1,1,2,"us",0.86,0.91,0.53,0.21,"18.07","-13.1202","1"
"15757",11,3,1,1,1,2,2,2,"china",0.09,0.37,0.09,0.24,"12.70580736","-0.577264","2"
"15758",23,6,2,1,2,2,2,2,"china",0.53,0.65,0.7,0.08,"53.439","-22.06","1"
"15759",19,9,2,1,2,2,1,2,"us",0.69,0.27,0.22,0.71,"22.64","-10.7816","1"
"15760",16,4,2,1,1,1,1,2,"china",0.21,0.43,0.55,0.62,"20.4516","-0.12","1"
"15761",18,8,1,1,2,3,1,2,"us",0.02,0.57,0.82,0.21,"306.5019311616","-3.678514450432","3"
"15762",26,3,1,1,2,1,1,2,"us",0.49,0.6,0.12,0.04,"29.84","-12.5416","1"
"15763",20,5,2,1,1,2,2,2,"china",0.7,0.79,0.21,0.91,"39.7644","-22.36","1"
"15764",26,6,2,1,1,1,1,2,"china",0.6,0.24,0.13,0.82,"30.5604","-11.96","1"
"15765",22,6,2,1,3,3,2,2,"us",0.92,0.22,0.61,0.55,"41.69","-71.4096","1"
"15766",3,10,2,1,3,2,1,2,"us",0.13,0.62,0.14,0.05,"-0.0619471356957597","2.11879277244325","4"
"15767",14,3,2,1,2,2,2,2,"china",0.71,0.02,0.85,0.05,"26.2536","-17.68","1"
"15768",18,7,2,1,3,2,1,2,"china",0.93,0.26,0.59,0.31,"37.44","-13.5","1"
"15769",26,10,1,1,2,1,2,2,"china",0.35,0.16,0.67,0.46,"65.7296","-15.28","1"
"15770",26,6,1,1,1,2,2,2,"china",0.33,0.45,0.85,0.91,"58.468","-11.52","1"
"15771",8,8,2,1,2,3,1,2,"china",0.39,0.87,0.44,0.37,"16.7754759","-1.79857","2"
"15772",10,3,1,1,2,1,2,2,"us",0.37,0.03,0.24,0.73,"14.68","-7.4032","1"
"15773",23,5,2,1,2,1,2,2,"us",0.74,0.95,0.22,0.72,"26.16","-35.2768","1"
"15774",25,4,2,1,3,2,2,2,"china",0.69,0.15,0.62,0.32,"52.933","-31.22","1"
"15775",7,1,1,1,2,2,1,2,"us",0.33,0.93,0.13,0.25,"3.776510844","-0.25130667852","3"
"15776",9,8,2,1,3,2,1,2,"china",0.56,0.77,0.99,0.87,"63.30449244","-11.129072","2"
"15777",27,1,1,1,2,1,2,2,"china",0.29,0.85,0.57,0.41,"79.608","-12.84","1"
"15778",22,5,2,1,1,1,1,2,"us",0.71,0.41,0.74,0.58,"29.32","-17.6572","1"
"15779",14,7,2,1,1,3,2,2,"china",0.97,0.13,0.98,0.66,"23.616","-21.2","1"
"15780",5,2,1,1,2,2,1,2,"us",0.13,0.58,0.09,0.06,"-1.44885429176704","2.24436658340299","4"
"15781",29,10,1,1,3,2,1,2,"china",0.28,0.91,0.76,0.62,"101.7448","-3.64","1"
"15782",14,8,2,1,2,1,2,2,"china",0.24,0.21,0.71,0.64,"24.6624","-3.44","1"
"15783",5,7,1,1,2,2,2,2,"china",0.59,0.45,0.84,0.47,"15.218","-2.02","1"
"15784",8,6,2,1,2,2,2,2,"us",0.94,0.35,0.28,0.59,"9.54","-13.5752","1"
"15785",29,8,1,1,3,3,1,2,"china",0.46,0.02,0.73,0.14,"92.93","-10.5","1"
"15786",17,5,2,1,1,3,2,2,"china",0.41,0.81,0.48,0.43,"28.6616","-9.36","1"
"15787",24,5,2,1,2,3,1,2,"us",0.52,0.81,0.02,0.31,"22.86","-8.0272","1"
"15788",9,9,1,1,3,3,1,2,"china",0.08,0.62,0.04,0.81,"-23.10761312","20.862888","2"
"15789",19,6,1,1,3,2,2,2,"china",0.09,0.54,0.92,0.79,"270.22289152","-8.031744","2"
"15790",5,9,2,1,2,2,2,2,"us",0.45,0.89,0.82,0.76,"7.32","-1.548","1"
"15791",16,1,2,1,1,2,1,2,"china",0.9,0.03,0.43,0.34,"19.7712","-11.04","1"
"15792",24,7,2,1,2,2,2,2,"china",0.41,0.74,0.92,0.99,"56.2328","-13.72","1"
"15793",24,2,1,1,1,2,2,2,"china",0.26,0.21,0.11,0.48,"30.2352","-8.56","1"
"15794",26,5,2,1,2,2,2,2,"us",0.42,0.94,0.38,0.57,"34","-24.28","1"
"15795",18,9,1,1,2,3,2,2,"us",0.68,0.63,0.66,0.38,"39.24","-49.0864","1"
"15796",14,3,1,1,3,2,2,2,"us",0.79,0.37,0.43,0.42,"30.58","-44.6364","1"
"15797",15,7,2,1,2,3,1,2,"us",0.03,0.27,0.07,0.12,"-3.33756041035561","38.7984572686471","13"
"15798",6,5,2,1,1,2,2,2,"china",0.66,0.06,0.18,0.43,"6.792","-4.2","1"
"15799",21,1,1,1,2,3,2,2,"us",0.53,0.72,0.79,0.13,"51.3","-51.598","1"
"15800",18,6,2,1,2,2,1,2,"us",0.4,1,0.21,0.56,"19.78","-3.672","1"
"15801",9,6,2,1,2,1,2,2,"us",0.12,0.86,0.38,0.02,"10.7","-0.528","1"
"15802",12,10,1,1,1,3,2,2,"us",0.55,0.7,0.29,0.29,"12.68","-10.208","1"
"15803",21,5,1,1,1,2,1,2,"us",0.27,0.4,0.77,0.82,"35.57","-4.3239","1"
"15804",29,8,2,1,2,2,1,2,"china",0.7,0.91,0.75,0.4,"65.947","-16.7","1"
"15805",10,1,2,1,3,3,1,2,"china",0.28,0.9,0.03,0.41,"10.138592068048","-1.57196813552001","4"
"15806",24,1,1,1,1,2,1,2,"china",0.89,0.96,0.8,0.27,"78.2976","-18.28","1"
"15807",25,1,1,1,1,2,1,2,"us",0.36,0.63,0.5,0.24,"34.98","-9.6328","1"
"15808",27,2,2,1,2,2,2,2,"us",0.07,0.16,0.47,0.81,"39.37","-0.2718","1"
"15809",23,5,1,1,3,3,2,2,"china",0.78,0.88,0.79,0.16,"135.4492","-32.92","1"
"15810",29,5,2,1,1,2,1,2,"us",0.35,0.1,0.93,0.45,"42.285","-10.99975","1"
"15811",21,1,2,1,3,2,1,2,"china",0.15,0.67,0.97,0.25,"51.6555","-0.15","1"
"15812",12,10,2,1,2,1,2,2,"us",0.69,0.91,0.18,0.02,"12.34","-14.9892","1"
"15813",27,3,2,1,2,2,1,2,"us",0.27,1,0.36,0.46,"34.72","-5.5344","1"
"15814",8,3,1,1,3,2,1,2,"us",0.27,0.2,0.2,0.6,"18.736","-2.50672","2"
"15815",13,3,1,1,1,2,2,2,"us",0.25,0.64,0.76,0.73,"20.32","-5.24","1"
"15816",4,8,2,1,1,1,1,2,"us",0.79,0.7,0.25,0.09,"3.1","-0.269","1"
"15817",30,4,1,1,3,2,2,2,"us",0.08,0.35,0.65,0.96,"87.1","-8.096","1"
"15818",10,6,1,1,3,3,2,2,"us",0.72,0.4,0.19,0.47,"14.1","-15.484","1"
"15819",12,6,2,1,2,2,1,2,"us",0.61,0.19,0.47,0.19,"17.26","-7.7686","1"
"15820",12,9,1,1,3,1,2,2,"us",0.69,0.48,0.14,0.52,"15.12","-17.8256","1"
"15821",21,3,2,1,2,2,2,2,"china",0.73,0.77,0.18,0.55,"45.1542","-26.46","1"
"15822",4,2,2,1,1,3,2,2,"china",0.94,0.08,0.73,0.08,"5.8632","-5.04","1"
"15823",4,10,2,1,2,1,2,2,"us",0.18,0.31,0.42,0.3,"6.943896","-1.48788256","2"
"15824",24,2,2,1,3,2,1,2,"china",0.34,0.39,0.06,0.52,"27.7512","-4.08","1"
"15825",13,9,2,1,3,3,2,2,"china",0.15,0.04,0.88,0.85,"161.927325568","-12.5301472","3"
"15826",7,10,2,1,2,2,2,2,"china",0.43,0.4,0.72,0.14,"13.424","-3.46","1"
"15827",20,2,1,1,2,2,2,2,"us",0.97,0.48,0.06,0.07,"20.48","-37.4512","1"
"15828",26,8,1,1,1,2,2,2,"us",0.36,0.12,0.47,0.86,"37.74","-21.7328","1"
"15829",4,9,1,1,2,2,2,2,"china",0.65,0.53,0.53,0.78,"8.3248","-0.0800000000000001","1"
"15830",10,7,2,1,2,2,1,2,"us",0.76,0.36,0.43,0.59,"13.58","-5.9608","1"
"15831",16,3,2,1,3,1,1,2,"china",0.84,0.49,0.72,0.56,"38.3368","-10.32","1"
"15832",16,3,2,1,2,2,2,2,"china",0.19,0.57,0.33,0.29,"22.9444","-2.92","1"
"15833",21,8,1,1,3,1,2,2,"us",0.81,0.98,0.35,0.55,"39.13","-60.2906","1"
"15834",6,5,1,1,1,2,2,2,"us",0.44,0.93,0.05,0.79,"-2.665656","9.80094528","2"
"15835",20,2,1,1,2,1,2,2,"us",0.47,0.8,0.72,0.34,"45.6","-40.184","1"
"15836",15,8,1,1,1,2,2,2,"us",0.65,0.01,0.52,0.68,"22.76","-24.868","1"
"15837",19,4,2,1,1,2,1,2,"china",0.04,0.17,0.58,0.59,"-5.48081360741455","284.702957754817","7"
"15838",27,9,1,1,2,3,1,2,"china",0.56,0.84,0.45,0.24,"70.9224","-11.68","1"
"15839",27,8,2,1,3,2,2,2,"us",0.69,0.46,0.74,1,"56.05","-71.349","1"
"15840",27,5,2,1,2,3,1,2,"us",0.23,0.07,0.45,0.7,"39.01","-2.7723","1"
"15841",11,5,2,1,1,2,2,2,"us",0.12,0.26,0.1,0.88,"-0.723692943771018","89.1114657022923","5"
"15842",3,2,2,1,2,1,2,2,"us",0.25,0.82,0.71,0.22,"5.398","-1.8511","2"
"15843",13,5,1,1,2,3,1,2,"us",0.16,0.94,0.49,0.66,"75.0973375872","-8.879462065152","3"
"15844",3,3,1,1,2,3,2,2,"china",0.66,0.77,0.45,0.57,"7.48128848","-0.599512000000001","2"
"15845",16,5,2,1,2,2,1,2,"china",0.58,0.67,0.15,0.52,"21.884","-5.2","1"
"15846",12,5,1,1,2,2,1,2,"us",0.61,0.05,0.22,0.36,"17.08","-6.9788","1"
"15847",28,2,1,1,2,2,2,2,"us",0.11,0.92,0.08,0.4,"28.8","-2.736","1"
"15848",13,2,2,1,2,2,1,2,"us",0.36,0.77,0.06,0.82,"12.301728","-2.12231808","2"
"15849",23,7,2,1,1,1,1,2,"us",0.95,0.9,0.48,0.89,"26.72","-21.604","1"
"15850",27,10,1,1,3,1,1,2,"china",0.06,0.55,0.59,0.84,"201.508624","-0.56104","2"
"15851",27,4,2,1,3,1,2,2,"china",0.62,0.48,0.23,0.03,"51.3966","-31.42","1"
"15852",27,5,1,1,2,2,2,2,"us",0.39,0.56,0.44,0.69,"48.52","-33.0856","1"
"15853",24,6,2,1,3,3,1,2,"china",0.98,0.38,0.66,0.47,"54.866","-18.7","1"
"15854",21,2,2,1,2,2,1,2,"china",0.16,0.68,0.33,0.32,"27.9844","-0.0800000000000001","1"
"15855",5,3,2,1,1,1,2,2,"china",0.85,0.19,0.67,0.54,"7.7048","-5.42","1"
"15856",19,9,1,1,3,3,1,2,"china",1,0.61,0.91,0.8,"85.754","-12.2","1"
"15857",16,7,2,1,2,2,1,2,"us",0.23,0.67,0.85,0.78,"28.26","-1.3798","1"
"15858",20,6,2,1,2,3,2,2,"china",0.61,0.51,0.54,0.11,"41.8874","-21.74","1"
"15859",6,10,1,1,3,1,1,2,"us",0.85,0.49,0.32,0.6,"9.8","-5.13","1"
"15860",11,6,1,1,2,2,1,2,"china",0.68,0.07,0.22,0.48,"16.3384","-3.56","1"
"15861",7,6,1,1,3,2,1,2,"us",0.97,0.2,0.87,0.34,"24.47","-20.3759","1"
"15862",18,6,2,1,2,3,2,2,"us",0.17,0.97,0.68,0.39,"28.3","-5.282","1"
"15863",20,9,1,1,2,2,2,2,"us",0.2,0.24,0.6,0.5,"43.04","-13.216","1"
"15864",9,10,1,1,1,3,1,2,"china",0.09,0.42,0.51,0.07,"27.311600655936","-0.5745517504","3"
"15865",18,9,1,1,2,2,2,2,"us",0.61,0.52,0.35,0.45,"28.52","-30.9944","1"
"15866",28,7,1,1,1,2,1,2,"china",0.76,0.47,0.09,0.25,"47.7032","-18.28","1"
"15867",15,3,1,1,1,1,1,2,"us",0.5,0.03,0.88,0.2,"28.08","-11.64","1"
"15868",6,2,1,1,3,2,1,2,"china",0.33,0.53,0.97,0.27,"93.1723412","-5.66302","2"
"15869",2,2,1,1,2,2,1,2,"us",0.46,0.63,0.91,0.56,"25.9563275310643","-6.24554238771743","4"
"15870",9,8,1,1,1,1,2,2,"us",0.29,0.75,0.92,0.12,"14.28","-6.0424","1"
"15871",24,10,2,1,2,2,2,2,"china",0.32,0.45,0.18,0.12,"34.116","-12.88","1"
"15872",5,2,2,1,1,2,1,2,"us",0.8,0.89,0.13,0.99,"-6.517242295","30.583928476","3"
"15873",4,5,1,1,3,2,1,2,"us",0.59,0.23,0.45,0.73,"8.48","-0.0831999999999997","1"
"15874",20,5,1,1,3,2,1,2,"us",0.78,0.48,0.57,0.12,"52.28","-38.2984","1"
"15875",24,1,2,1,3,2,1,2,"us",0.57,0.39,0.03,0.91,"24.3","-8.211","1"
"15876",10,5,2,1,1,2,1,2,"china",0.9,0.69,0.29,0.99,"13.5476","-3.04","1"
"15877",14,6,2,1,2,2,2,2,"china",0.39,0.85,0.15,0.86,"20.758","-5.48","1"
"15878",10,2,2,1,1,2,1,2,"us",0.64,0.41,0.66,0.35,"12.48","-4.5872","1"
"15879",12,9,1,1,2,3,1,2,"china",0.69,0.38,0.01,0.96,"12.6352","-0.52","1"
"15880",10,2,2,1,2,1,1,2,"us",0.15,0.05,0.95,0.04,"19.4","-0.83","1"
"15881",26,7,1,1,1,3,2,2,"us",0.48,0.36,0.4,0.41,"34.96","-29.1016","1"
"15882",6,9,2,1,2,2,2,2,"china",0.33,0.24,0.62,0.99,"15.002016","-0.138400000000001","2"
"15883",4,5,2,1,2,1,2,2,"china",0.95,0.86,0.83,0.02,"12.1016","-5.56","1"
"15884",22,9,2,1,2,2,2,2,"china",0.63,0.77,0.38,0.65,"48.1624","-23.12","1"
"15885",29,2,2,1,1,2,2,2,"us",0.51,0.47,0.2,1,"30.96","-25.5792","1"
"15886",22,4,2,1,3,2,2,2,"us",0.26,0.25,0.3,0.39,"31.4","-12.768","1"
"15887",5,10,2,1,3,1,1,2,"china",0.95,0.95,0.16,0.45,"7.9575","-1.85","1"
"15888",25,10,2,1,1,3,2,2,"china",0.94,0.16,0.98,0.36,"44.1044","-42.84","1"
"15889",23,6,1,1,2,2,2,2,"us",0.03,0.11,0.23,0.87,"-94.0868641409708","4376.39165834464","9"
"15890",18,6,1,1,2,2,1,2,"us",0.25,0.37,0.31,0.2,"27.68","-4.12","1"
"15891",17,2,1,1,2,1,2,2,"china",0.77,0.89,0.93,0.31,"90.5568","-23.56","1"
"15892",24,9,1,1,2,3,2,2,"china",0.83,0.08,0.86,0.72,"70.6432","-33.52","1"
"15893",12,9,1,1,2,2,1,2,"china",0.17,0.52,0.1,0.22,"17.36516352","-1.089888","2"
"15894",16,7,1,1,2,3,1,2,"china",0.66,0.03,0.79,0.67,"41.5524","-4.54","1"
"15895",13,8,2,1,2,2,1,2,"us",0.99,0.86,0.49,0.27,"17.65","-14.3935","1"
"15896",4,8,2,1,3,1,1,2,"china",0.28,0.13,0.63,0.96,"52.4585187304167","-2.07981632078081","4"
"15897",5,8,2,1,1,3,1,2,"us",0.3,0.75,0.35,0.44,"-2.08685","16.695071","3"
